,idProd
2138,28305051
2139,28305004
2140,28305072
2141,28305076
2142,28304967
2143,31623773
2144,31623788
2145,31623794
2146,31623785
2147,31623799
2148,31623811
2149,31623816
2150,31623815
2151,31623814
2152,31623875
2153,31623879
2154,31623899
2155,31623901
2156,31623895
2157,31623889
2158,31623877
2159,28551256
2160,28551253
2161,28551251
2162,28551248
2163,28551065
2164,28551254
2165,28551342
2166,28551662
2167,28551501
2168,28551494
2169,28551623
2170,28551619
2171,28551403
2172,28551438
2173,28551544
2174,28606950
2175,28606941
2176,28606938
2177,28606911
2178,28606910
2179,28606866
2180,28606860
2181,28606859
2182,28606849
2183,28606847
2184,28606844
2185,28606832
2186,28607042
2187,28607038
2188,28607037
2189,28607010
2190,28607007
2191,28607036
2192,28606985
2193,28607044
2194,28606982
2195,28606980
2196,28606979
2197,28607080
2198,28607107
2199,28607074
2200,28607094
2201,28607088
2202,28607051
2203,28645791
2204,28645773
2205,28645767
2206,28645729
2207,28645671
2208,28645666
2209,28645630
2210,28645563
2211,28645561
2212,33062564
2213,33062571
2214,33062576
2215,33062652
2216,33062563
2217,33062624
2218,33062544
2219,33062577
2220,22216898
2221,22216892
2222,22216857
2223,22216855
2224,22216148
2225,22217067
2226,26222825
2227,26222681
2228,26222598
2229,26222441
2230,26222402
2231,26222389
2232,26222291
2233,31386516
2234,31386515
2235,31386505
2236,31386490
2237,31386471
2238,31386460
2239,31386459
2240,31386455
2241,31386438
2242,31386437
2243,31386433
2244,31386431
2245,31386429
2246,31386427
2247,31386426
2248,31386596
2249,31386594
2250,31386592
2251,31386573
2252,30006903
2253,30006938
2254,28107591
2255,28107579
2256,28107572
2257,28107693
2258,28107692
2259,28107699
2260,28107680
2261,28107567
2262,28107672
2263,28107691
2264,31545080
2265,31545165
2266,31545138
2267,31545136
2268,31545128
2269,31545124
2270,31545123
2271,31545097
2272,31545233
2273,31545232
2274,31545093
2275,31545226
2276,31545091
2277,31545090
2278,31545219
2279,31545218
2280,27543805
2281,27543872
2282,27543952
2283,27543911
2284,27544978
2285,27544960
2286,27544956
2287,27544935
2288,27544934
2289,27544927
2290,27544903
2291,27544896
2292,27544893
2293,27544888
2294,27544885
2295,27544874
2296,27544856
2297,27544845
2298,27544828
2299,27544820
2300,27544804
2301,27544803
2302,27580811
2303,27580810
2304,27580905
2305,27580790
2306,27580807
2307,27580803
2308,27580963
2309,27580939
2310,27580944
2311,27580981
2312,27580793
2313,27580796
2314,27580802
2315,31135079
2316,31135047
2317,31135026
2318,31135012
2319,31135009
2320,31134988
2321,31134983
2322,31135141
2323,31135121
2324,31135116
2325,27161655
2326,27161540
2327,27169407
2328,27169368
2329,27169627
2330,27169577
2331,33138027
2332,33137972
2333,33137962
2334,33138030
2335,33137971
2336,33137956
2337,33138122
2338,33138128
2339,33138130
2340,28038057
2341,28037782
2342,28038019
2343,28037675
2344,28038039
2345,28037745
2346,28037919
2347,28037888
2348,28037772
2349,28037705
2350,28037847
2351,28037688
2352,28054004
2353,28053944
2354,28053913
2355,28054081
2356,28054073
2357,28054204
2358,28054149
2359,28054156
2360,28054234
2361,28054202
2362,28054243
2363,28054199
2364,28057166
2365,28057155
2366,28057151
2367,28057142
2368,28057135
2369,28057040
2370,28056787
2371,31364627
2372,31364735
2373,31364890
2374,31364901
2375,31364784
2376,31364802
2377,31364785
2378,29058823
2379,29059200
2380,29974713
2381,29974986
2382,29974974
2383,29974936
2384,29974995
2385,23341110
2386,23341102
2387,23341171
2388,23341168
2389,23341146
2390,23341112
2391,23341139
2392,23341138
2393,23341124
2394,23341258
2395,25060461
2396,25060332
2397,25060445
2398,25060277
2399,25060323
2400,25060324
2401,25060276
2402,25060419
2403,25060462
2404,25060274
2405,25060403
2406,25060303
2407,25060295
2408,25060342
2409,25250677
2410,25250661
2411,25250872
2412,25250863
2413,25250812
2414,25250810
2415,25250796
2416,25250772
2417,25250734
2418,25250725
2419,25250715
2420,25250687
2421,31412237
2422,31412270
2423,31412212
2424,31412170
2425,31412209
2426,27419487
2427,27419280
2428,27419395
2429,27419657
2430,27419648
2431,27419633
2432,28233218
2433,28233208
2434,29314800
2435,29314961
2436,29314931
2437,28717308
2438,27106693
2439,27108000
2440,27184900
2441,27185006
2442,27979602
2443,27979585
2444,27979583
2445,27979571
2446,27979670
2447,27979636
2448,27979770
2449,27979768
2450,27979718
2451,27986329
2452,27986326
2453,27986289
2454,27986352
2455,27986230
2456,27986215
2457,27986241
2458,27986257
2459,27986212
2460,27986272
2461,27987847
2462,27987727
2463,27987729
2464,27987763
2465,27987778
2466,27987723
2467,23578052
2468,23578060
2469,23578054
2470,23578058
2471,23578037
2472,23578075
2473,23578049
2474,23578073
2475,24769822
2476,26856576
2477,26856575
2478,26856574
2479,26856570
2480,26856560
2481,26856555
2482,26856550
2483,26856548
2484,26856545
2485,26856539
2486,26856535
2487,26856532
2488,26856531
2489,26856565
2490,26856529
2491,26856147
2492,26856144
2493,26856143
2494,26856140
2495,26856136
2496,26856134
2497,26856133
2498,32403697
2499,32403687
2500,32403686
2501,32403681
2502,32403675
2503,32403668
2504,32403658
2505,32403654
2506,32403647
2507,32403645
2508,32403627
2509,32403609
2510,32403607
2511,32403606
2512,32403602
2513,32403598
2514,23257088
2515,23256923
2516,25382499
2517,25382478
2518,25382430
2519,25382401
2520,25382511
2521,25382506
2522,27471245
2523,27471226
2524,27471241
2525,27471231
2526,27471297
2527,27471291
2528,27471234
2529,27471352
2530,27471218
2531,27477213
2532,27477198
2533,27477100
2534,27477265
2535,27477249
2536,27477243
2537,27496993
2538,27497061
2539,27497058
2540,27497060
2541,27496979
2542,27496989
2543,31984378
2544,31984476
2545,31984464
2546,31984450
2547,31984516
2548,27493952
2549,27494569
2550,27494615
2551,27494636
2552,27494640
2553,28052786
2554,28052765
2555,28053049
2556,28053037
2557,28053152
2558,28053125
2559,32861918
2560,32861882
2561,32861865
2562,32861814
2563,32873126
2564,29336176
2565,29336159
2566,30704965
2567,30704902
2568,30704848
2569,30704546
2570,30704706
2571,30704909
2572,30705153
2573,30704945
2574,30704393
2575,30704501
2576,30703945
2577,30703953
2578,30703976
2579,30705209
2580,30705224
2581,30705258
2582,30705252
2583,30705197
2584,30705229
2585,30705174
2586,33043227
2587,33043004
2588,33043263
