,Ano Base,Cod PPG,Nome PPG,Área Básica,IES Principal Sigla,IES Principal Nome,IES da Rede Sigla,Status Jurídico,UF,Região,PPG Ano Início,Modalidade,Mudança de modalidade no quadriênio?,Nota,Nível,Ano Início Nível,Teve turmas de PCI/MINTER/DINTER/Fora de sede quadriênio?,Sofreu migração no quadriênio?,Código do(s) pppg(s) de origem,Nome do(s) pppg(s) de origem,Código do(s) pppg(s) de destino,Nome do(s) pppg(s) de destino,Data de referência,Nº Permanentes (DP),Nº Colaboradores,Nº Visitantes,Total Docentes (T),"DP/Total (DP/T)
%",Nº Áreas de concentração,Nº Linhas de pesquisa,Nº Turmas de Mestrado (apenas),Nº Turmas de Doutorado (apenas),N° de turmas mistas (M e D),Total de turmas sob responsabilidade de DP,Total de turmas ,Nº projetos em andamento com financiamento,Nº projetos em andamento com participação discente,Nº projetos em andamento,Nº projetos concluídos,Total projetos,Nº Dissertações,Nº  Teses,Nº Dissertações de bolsistas,Nº  Teses de bolsistas,Total de bolsistas sanduíche,Premiação,Categoria de premiação,Autor,URL do PPG,ID_ADD_FOTO_PROGRAMA_IES_PRINC,ID_ADD_FOTO_PROGRAMA,Tipo de Clientela
0,2019,11001011072P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFAC,UNIVERSIDADE FEDERAL DO ACRE,,FEDERAL,AC,NORTE,2018,ACADÊMICO,NÃO,A,MESTRADO,2018,,NÃO,,,,,,13,0,0,13,100.0,1,2,11,0,0,11,11,0,3,4,0,4,0,0,0,0,0,,,,http://www.ufac.br,173411,106959,AVALIAÇÃO
1,2020,11001011072P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFAC,UNIVERSIDADE FEDERAL DO ACRE,,FEDERAL,AC,NORTE,2018,ACADÊMICO,NÃO,A,MESTRADO,2018,,NÃO,,,,,,13,0,0,13,100.0,1,2,7,0,0,7,7,0,4,5,1,6,0,0,0,0,0,,,,http://www.ufac.br,197114,129568,AVALIAÇÃO
2,2017,12001015012P2,INFORMÁTICA,CIÊNCIA DA COMPUTAÇÃO,UFAM,UNIVERSIDADE FEDERAL DO AMAZONAS,,FEDERAL,AM,NORTE,2001,ACADÊMICO,NÃO,5,MESTRADO/DOUTORADO,2001/2008,,NÃO,,,,,,24,0,0,24,100.0,1,6,4,8,21,33,33,12,0,13,11,24,25,12,9,5,0,,,,http://www.ppgi.icomp.ufam.edu.br,172714,106397,AVALIAÇÃO
3,2018,12001015012P2,INFORMÁTICA,CIÊNCIA DA COMPUTAÇÃO,UFAM,UNIVERSIDADE FEDERAL DO AMAZONAS,,FEDERAL,AM,NORTE,2001,ACADÊMICO,NÃO,5,MESTRADO/DOUTORADO,2001/2008,,NÃO,,,,,,25,1,0,26,96.2,1,6,4,8,22,34,34,21,6,22,4,26,26,8,3,0,0,,,,http://www.ppgi.icomp.ufam.edu.br,172741,106414,AVALIAÇÃO
4,2019,12001015012P2,INFORMÁTICA,CIÊNCIA DA COMPUTAÇÃO,UFAM,UNIVERSIDADE FEDERAL DO AMAZONAS,,FEDERAL,AM,NORTE,2001,ACADÊMICO,NÃO,5,MESTRADO/DOUTORADO,2001/2008,,NÃO,,,,,,26,2,0,28,92.9,1,6,4,8,21,33,33,26,5,28,2,30,27,12,12,2,0,,,,http://www.ppgi.icomp.ufam.edu.br,172742,106415,AVALIAÇÃO
5,2020,12001015012P2,INFORMÁTICA,CIÊNCIA DA COMPUTAÇÃO,UFAM,UNIVERSIDADE FEDERAL DO AMAZONAS,,FEDERAL,AM,NORTE,2001,ACADÊMICO,NÃO,5,MESTRADO/DOUTORADO,2001/2008,,NÃO,,,,,,23,5,0,28,82.1,1,6,2,4,19,25,25,18,3,20,11,31,13,12,3,0,1,,,,http://www.ppgi.icomp.ufam.edu.br,199536,131738,AVALIAÇÃO
6,2017,15001016047P9,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,,FEDERAL,PA,NORTE,2005,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2005/2015,,NÃO,,,,,,18,2,0,20,90.0,2,7,0,0,19,18,19,43,25,66,20,86,14,1,7,1,0,,,,http://www.ppgcc.propesp.ufpa.br,169316,103166,AVALIAÇÃO
7,2018,15001016047P9,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,,FEDERAL,PA,NORTE,2005,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2005/2015,,NÃO,,,,,,20,3,0,23,87.0,2,5,0,0,25,25,25,42,23,70,13,83,26,0,11,0,0,,,,http://www.ppgcc.propesp.ufpa.br,169341,103185,AVALIAÇÃO
8,2019,15001016047P9,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,,FEDERAL,PA,NORTE,2005,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2005/2015,,NÃO,,,,,,20,3,0,23,87.0,2,5,0,0,20,20,20,38,19,66,14,80,19,5,9,3,0,,,,http://www.ppgcc.propesp.ufpa.br,169388,103205,AVALIAÇÃO
9,2020,15001016047P9,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,,FEDERAL,PA,NORTE,2005,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2005/2015,,NÃO,,,,,,20,2,0,22,90.9,2,6,0,0,12,12,12,39,19,66,12,78,14,7,8,1,0,,,,http://www.ppgcc.propesp.ufpa.br,201113,133092,AVALIAÇÃO
10,2017,15001016092P4,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,,FEDERAL,PA,NORTE,2016,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2016,,NÃO,,,,,,9,1,0,10,90.0,1,1,19,0,0,15,19,0,27,28,0,28,0,0,0,0,0,,,,http://ppca.propesp.ufpa.br,132781,69224,AVALIAÇÃO
11,2018,15001016092P4,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,,FEDERAL,PA,NORTE,2016,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2016,,NÃO,,,,,,11,2,0,13,84.6,1,1,14,0,0,12,14,0,27,29,3,33,3,0,0,0,0,,,,http://ppca.propesp.ufpa.br,141292,76575,AVALIAÇÃO
12,2019,15001016092P4,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,,FEDERAL,PA,NORTE,2016,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2016,,NÃO,,,,,,12,1,0,13,92.3,1,1,16,0,0,14,16,0,27,29,0,29,12,0,0,0,0,,,,http://ppca.propesp.ufpa.br,158718,93696,AVALIAÇÃO
13,2020,15001016092P4,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,,FEDERAL,PA,NORTE,2016,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2016,,NÃO,,,,,,12,3,0,15,80.0,1,1,14,0,0,13,14,0,17,29,0,29,7,0,0,0,0,,,,http://ppca.propesp.ufpa.br,202084,133766,AVALIAÇÃO
14,2017,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,,FEDERAL,MA,NORDESTE,2011,ACADÊMICO,NÃO,3,MESTRADO,2011,,NÃO,,,,,,12,3,0,15,80.0,1,2,20,0,0,19,20,18,6,26,6,32,12,0,5,0,0,,,,http://www.ppgcc.ufma.br,129036,65896,AVALIAÇÃO
15,2018,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,,FEDERAL,MA,NORDESTE,2011,ACADÊMICO,NÃO,3,MESTRADO,2011,,NÃO,,,,,,13,4,0,17,76.5,1,2,20,0,0,20,20,11,5,21,9,30,17,0,6,0,0,,,,http://www.ppgcc.ufma.br,139463,75174,AVALIAÇÃO
16,2019,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,,FEDERAL,MA,NORDESTE,2011,ACADÊMICO,NÃO,3,MESTRADO,2011,,NÃO,,,,,,13,4,0,17,76.5,1,2,24,0,0,24,24,15,4,22,0,22,15,0,3,0,0,,,,http://www.ppgcc.ufma.br,155146,90008,AVALIAÇÃO
17,2020,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,,FEDERAL,MA,NORDESTE,2011,ACADÊMICO,NÃO,3,MESTRADO,2011,,NÃO,,,,,,15,2,0,17,88.2,1,2,25,0,0,23,25,18,2,24,8,33,15,0,5,0,0,,,,http://www.ppgcc.ufma.br,202779,134383,AVALIAÇÃO
18,2019,20001010049P6,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,FUFPI,FEDERAL,MA,NORDESTE,2019,ACADÊMICO,NÃO,A,DOUTORADO,2019,,NÃO,,,,,,15,2,0,17,88.2,1,2,0,45,0,36,45,27,2,31,1,32,0,0,0,0,0,,,,http://www.dccmapi.ufma.br/ |  http://dccmapi.ufpi.br,172668,106343,AVALIAÇÃO
19,2020,20001010049P6,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,FUFPI,FEDERAL,MA,NORDESTE,2019,ACADÊMICO,NÃO,A,DOUTORADO,2019,,NÃO,,,,,,22,0,0,22,100.0,1,2,0,33,0,33,33,42,5,54,4,58,0,0,0,0,0,,,,http://www.dccmapi.ufma.br/ |  http://dccmapi.ufpi.br,197465,129861,AVALIAÇÃO
20,2017,20002017004P9,ENGENHARIA DE COMPUTAÇÃO E SISTEMAS,CIÊNCIA DA COMPUTAÇÃO,UEMA,UNIVERSIDADE ESTADUAL DO MARANHÃO,,ESTADUAL,MA,NORDESTE,2011,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2011,,NÃO,,,,,,12,9,0,21,57.1,3,9,32,0,0,21,32,8,17,26,13,39,20,0,0,0,0,,,,http://www.pecs.uema.br,164327,98203,AVALIAÇÃO
21,2018,20002017004P9,ENGENHARIA DE COMPUTAÇÃO E SISTEMAS,CIÊNCIA DA COMPUTAÇÃO,UEMA,UNIVERSIDADE ESTADUAL DO MARANHÃO,,ESTADUAL,MA,NORDESTE,2011,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2011,,NÃO,,,,,,14,6,0,20,70.0,1,2,20,0,0,15,20,10,9,11,20,33,8,0,2,0,0,,,,http://www.pecs.uema.br,167071,101037,AVALIAÇÃO
22,2019,20002017004P9,ENGENHARIA DE COMPUTAÇÃO E SISTEMAS,CIÊNCIA DA COMPUTAÇÃO,UEMA,UNIVERSIDADE ESTADUAL DO MARANHÃO,,ESTADUAL,MA,NORDESTE,2011,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2011,,NÃO,,,,,,13,3,0,16,81.3,2,3,21,0,0,17,21,13,8,16,5,22,34,0,14,0,0,,,,http://www.pecs.uema.br,168019,101954,AVALIAÇÃO
23,2020,20002017004P9,ENGENHARIA DE COMPUTAÇÃO E SISTEMAS,CIÊNCIA DA COMPUTAÇÃO,UEMA,UNIVERSIDADE ESTADUAL DO MARANHÃO,,ESTADUAL,MA,NORDESTE,2011,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2011,,NÃO,,,,,,12,3,0,15,80.0,1,4,12,0,0,12,12,5,3,9,8,17,10,0,2,0,0,,,,http://www.pecs.uema.br,203049,134608,AVALIAÇÃO
24,2017,21001014031P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,FUFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,,FEDERAL,PI,NORDESTE,2012,ACADÊMICO,NÃO,3,MESTRADO,2012,,NÃO,,,,,,13,1,0,14,92.9,1,2,27,0,0,27,27,9,2,16,1,17,13,0,1,0,0,,,,http://www.ppgcc.ufpi.br/,130404,67200,AVALIAÇÃO
25,2018,21001014031P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,FUFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,,FEDERAL,PI,NORDESTE,2012,ACADÊMICO,NÃO,3,MESTRADO,2012,,NÃO,,,,,,14,1,0,15,93.3,1,2,19,0,0,19,19,9,3,17,1,18,19,0,4,0,0,,,,http://www.ppgcc.ufpi.br/,136236,72261,AVALIAÇÃO
26,2019,21001014031P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,FUFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,,FEDERAL,PI,NORDESTE,2012,ACADÊMICO,NÃO,3,MESTRADO,2012,,NÃO,,,,,,14,1,0,15,93.3,1,2,21,0,0,21,21,9,3,17,4,21,15,0,5,0,0,,,,http://www.ppgcc.ufpi.br/,156726,92109,AVALIAÇÃO
27,2020,21001014031P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,FUFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,,FEDERAL,PI,NORDESTE,2012,ACADÊMICO,NÃO,3,MESTRADO,2012,,NÃO,,,,,,17,0,0,17,100.0,1,2,25,0,0,25,25,14,5,27,6,33,16,0,9,0,0,,,,http://www.ppgcc.ufpi.br/,205043,136296,AVALIAÇÃO
28,2017,22001018031P5,CIÊNCIAS DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,,FEDERAL,CE,NORDESTE,1995,ACADÊMICO,NÃO,5,MESTRADO/DOUTORADO,1995/2005,SIM,NÃO,,,,,,27,2,1,30,90.0,1,3,0,0,53,52,53,27,12,38,30,68,25,9,16,3,0,,,,http://www.mdcc.ufc.br,170359,104163,AVALIAÇÃO
29,2018,22001018031P5,CIÊNCIAS DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,,FEDERAL,CE,NORDESTE,1995,ACADÊMICO,NÃO,5,MESTRADO/DOUTORADO,1995/2005,SIM,NÃO,,,,,,26,3,1,30,86.7,1,3,1,0,46,47,47,31,18,46,18,64,24,10,10,2,0,,,,http://www.mdcc.ufc.br,170391,104175,AVALIAÇÃO
30,2019,22001018031P5,CIÊNCIAS DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,,FEDERAL,CE,NORDESTE,1995,ACADÊMICO,NÃO,5,MESTRADO/DOUTORADO,1995/2005,SIM,NÃO,,,,,,27,4,0,31,87.1,1,3,0,0,47,47,47,34,21,47,21,68,29,14,18,1,0,,,,http://www.mdcc.ufc.br,170514,104277,AVALIAÇÃO
31,2020,22001018031P5,CIÊNCIAS DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,,FEDERAL,CE,NORDESTE,1995,ACADÊMICO,NÃO,5,MESTRADO/DOUTORADO,1995/2005,SIM,NÃO,,,,,,29,4,1,34,85.3,1,3,0,0,54,53,54,43,27,65,21,86,15,3,10,0,0,,,,http://www.mdcc.ufc.br,197935,130367,AVALIAÇÃO
32,2019,22001018173P4,COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,,FEDERAL,CE,NORDESTE,2019,ACADÊMICO,NÃO,A,MESTRADO,2019,,NÃO,,,,,,17,0,0,17,100.0,1,3,12,0,0,12,12,9,10,29,6,35,0,0,0,0,0,,,,http://pcomp.quixada.ufc.br,157108,92415,AVALIAÇÃO
33,2020,22001018173P4,COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,,FEDERAL,CE,NORDESTE,2019,ACADÊMICO,NÃO,A,MESTRADO,2019,,NÃO,,,,,,18,0,0,18,100.0,1,3,13,0,0,13,13,10,13,35,2,37,2,0,1,0,0,,,,http://pcomp.quixada.ufc.br,199252,131488,AVALIAÇÃO
34,2017,22002014002P1,INFORMÁTICA APLICADA,CIÊNCIA DA COMPUTAÇÃO,UNIFOR,UNIVERSIDADE DE FORTALEZA,,PARTICULAR,CE,NORDESTE,1999,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,1999/2011,SIM,NÃO,,,,,,16,1,0,17,94.1,2,6,0,0,28,28,28,55,44,57,8,65,15,7,2,4,0,,,,http://www.unifor.br/mia,170155,103934,AVALIAÇÃO
35,2018,22002014002P1,INFORMÁTICA APLICADA,CIÊNCIA DA COMPUTAÇÃO,UNIFOR,UNIVERSIDADE DE FORTALEZA,,PARTICULAR,CE,NORDESTE,1999,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,1999/2011,SIM,NÃO,,,,,,16,0,0,16,100.0,2,6,0,0,29,29,29,59,43,62,12,74,25,10,5,0,0,,,,http://www.unifor.br/mia,170161,103940,AVALIAÇÃO
36,2019,22002014002P1,INFORMÁTICA APLICADA,CIÊNCIA DA COMPUTAÇÃO,UNIFOR,UNIVERSIDADE DE FORTALEZA,,PARTICULAR,CE,NORDESTE,1999,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,1999/2011,SIM,NÃO,,,,,,16,0,0,16,100.0,2,6,0,0,30,30,30,54,36,55,14,69,19,4,4,1,0,,,,http://www.unifor.br/mia,170163,103942,AVALIAÇÃO
37,2020,22002014002P1,INFORMÁTICA APLICADA,CIÊNCIA DA COMPUTAÇÃO,UNIFOR,UNIVERSIDADE DE FORTALEZA,,PARTICULAR,CE,NORDESTE,1999,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,1999/2011,SIM,NÃO,,,,,,16,0,0,16,100.0,2,6,0,0,22,22,22,47,30,48,9,57,11,4,0,0,0,,,,http://www.unifor.br/mia,201937,133654,AVALIAÇÃO
38,2017,22003010018P1,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UECE,UNIVERSIDADE ESTADUAL DO CEARÁ,,ESTADUAL,CE,NORDESTE,2007,ACADÊMICO,NÃO,4,MESTRADO,2007,,NÃO,,,,,,12,0,2,14,85.7,1,2,15,0,0,14,15,12,16,33,5,38,16,0,6,0,0,,,,http://www.uece.br/macc/,176734,109465,AVALIAÇÃO
39,2018,22003010018P1,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UECE,UNIVERSIDADE ESTADUAL DO CEARÁ,,ESTADUAL,CE,NORDESTE,2007,ACADÊMICO,NÃO,4,MESTRADO,2007,,NÃO,,,,,,12,0,1,13,92.3,1,2,20,0,0,19,20,14,22,37,5,43,16,0,5,0,0,,,,http://www.uece.br/macc/,176587,109327,AVALIAÇÃO
40,2019,22003010018P1,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UECE,UNIVERSIDADE ESTADUAL DO CEARÁ,,ESTADUAL,CE,NORDESTE,2007,ACADÊMICO,NÃO,4,MESTRADO,2007,,NÃO,,,,,,12,1,0,13,92.3,1,2,22,0,0,20,22,15,17,39,5,45,8,0,4,0,0,,,,http://www.uece.br/macc/,176173,109102,AVALIAÇÃO
41,2020,22003010018P1,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UECE,UNIVERSIDADE ESTADUAL DO CEARÁ,,ESTADUAL,CE,NORDESTE,2007,ACADÊMICO,NÃO,4,MESTRADO,2007,,NÃO,,,,,,12,1,0,13,92.3,1,2,21,0,0,20,21,15,14,39,0,39,13,0,3,0,0,,,,http://www.uece.br/macc/,205188,136438,AVALIAÇÃO
42,2017,22008012004P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,IFCE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",,FEDERAL,CE,NORDESTE,2014,ACADÊMICO,NÃO,3,MESTRADO,2014,,NÃO,,,,,,17,4,0,21,81.0,1,5,20,0,0,17,20,1,1,15,2,17,18,0,0,0,0,,,,http://ppgcc.ifce.edu.br,130951,67735,AVALIAÇÃO
43,2018,22008012004P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,IFCE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",,FEDERAL,CE,NORDESTE,2014,ACADÊMICO,NÃO,3,MESTRADO,2014,,NÃO,,,,,,15,3,0,18,83.3,1,5,24,0,0,19,24,13,3,14,15,29,8,0,1,0,0,,,,http://ppgcc.ifce.edu.br,138811,74609,AVALIAÇÃO
44,2019,22008012004P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,IFCE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",,FEDERAL,CE,NORDESTE,2014,ACADÊMICO,NÃO,3,MESTRADO,2014,,NÃO,,,,,,17,1,0,18,94.4,1,5,19,0,0,18,19,12,3,12,9,21,13,0,5,0,0,,,,http://ppgcc.ifce.edu.br,174976,108138,AVALIAÇÃO
45,2020,22008012004P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,IFCE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",,FEDERAL,CE,NORDESTE,2014,ACADÊMICO,NÃO,3,MESTRADO,2014,,NÃO,,,,,,17,1,0,18,94.4,1,4,23,0,0,23,23,16,11,27,9,36,12,0,1,0,0,,,,http://ppgcc.ifce.edu.br,200538,132627,AVALIAÇÃO
46,2017,23001011022P9,SISTEMAS E COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,FEDERAL,RN,NORDESTE,1999,ACADÊMICO,NÃO,5,MESTRADO/DOUTORADO,1999/2008,,NÃO,,,,,,26,1,0,27,96.3,1,6,0,0,30,30,30,29,6,53,4,57,22,5,7,1,0,,,,http://www.ppgsc.ufrn.br/,129438,66264,AVALIAÇÃO
47,2018,23001011022P9,SISTEMAS E COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,FEDERAL,RN,NORDESTE,1999,ACADÊMICO,NÃO,5,MESTRADO/DOUTORADO,1999/2008,,NÃO,,,,,,27,2,0,29,93.1,1,6,0,1,35,36,36,34,5,57,12,69,24,9,11,2,0,,,,http://www.ppgsc.ufrn.br/,135966,72020,AVALIAÇÃO
48,2019,23001011022P9,SISTEMAS E COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,FEDERAL,RN,NORDESTE,1999,ACADÊMICO,NÃO,5,MESTRADO/DOUTORADO,1999/2008,,NÃO,,,,,,27,1,0,28,96.4,1,6,0,0,37,37,37,17,56,87,5,92,19,11,9,4,1,,,,http://www.ppgsc.ufrn.br/,144699,81347,AVALIAÇÃO
49,2020,23001011022P9,SISTEMAS E COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,FEDERAL,RN,NORDESTE,1999,ACADÊMICO,NÃO,5,MESTRADO/DOUTORADO,1999/2008,,NÃO,,,,,,28,1,0,29,96.6,1,6,1,8,50,59,59,15,64,88,0,88,15,14,3,1,0,,,,http://www.ppgsc.ufrn.br/,196473,128919,AVALIAÇÃO
50,2017,23001011071P0,TECNOLOGIA DA INFORMAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,FEDERAL,RN,NORDESTE,2014,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2014,,NÃO,,,,,,12,2,0,14,85.7,1,2,17,0,0,15,17,9,1,11,6,17,8,0,0,0,0,,,,http://www.posgraduacao.ufrn.br/ppgsw,128974,65878,AVALIAÇÃO
51,2018,23001011071P0,TECNOLOGIA DA INFORMAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,FEDERAL,RN,NORDESTE,2014,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2014,,NÃO,,,,,,12,0,0,12,100.0,1,2,15,0,0,15,15,10,1,12,1,13,12,0,0,0,0,,,,http://www.posgraduacao.ufrn.br/ppgsw,136083,72097,AVALIAÇÃO
52,2019,23001011071P0,TECNOLOGIA DA INFORMAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,FEDERAL,RN,NORDESTE,2014,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2014,,NÃO,,,,,,12,0,0,12,100.0,2,5,17,0,0,15,17,8,5,12,3,15,6,0,0,0,0,,,,http://www.posgraduacao.ufrn.br/ppgsw,173705,107172,AVALIAÇÃO
53,2020,23001011071P0,TECNOLOGIA DA INFORMAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,FEDERAL,RN,NORDESTE,2014,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2014,,NÃO,,,,,,16,0,0,16,100.0,1,3,14,0,0,14,14,16,10,30,2,32,8,0,0,0,0,,,,http://www.posgraduacao.ufrn.br/ppgsw,204696,136032,AVALIAÇÃO
54,2017,23002018002P4,CIÊNCIA DA COMPUTAÇÃO - UERN - UFERSA,CIÊNCIA DA COMPUTAÇÃO,UERN,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UFERSA,ESTADUAL,RN,NORDESTE,2008,ACADÊMICO,NÃO,3,MESTRADO,2008,,NÃO,,,,,,17,6,0,23,73.9,1,5,28,0,0,24,28,7,12,30,20,50,14,0,9,0,0,,,,http://ppgcc.uern.br |  http://ppgcc.uern.br,174880,108064,AVALIAÇÃO
55,2018,23002018002P4,CIÊNCIA DA COMPUTAÇÃO - UERN - UFERSA,CIÊNCIA DA COMPUTAÇÃO,UERN,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UFERSA,ESTADUAL,RN,NORDESTE,2008,ACADÊMICO,NÃO,3,MESTRADO,2008,,NÃO,,,,,,15,4,0,19,78.9,1,4,14,0,0,14,14,5,13,28,17,46,20,0,12,0,0,,,,http://ppgcc.uern.br |  http://ppgcc.uern.br,175134,108273,AVALIAÇÃO
