Ano base	Cod PPG	Nome PPG	Área Básica	IES Principal Sigla	IES Principal Nome	IES da Rede Sigla	Status Jurídico	UF	Região	PPG Ano Início	Modalidade	Mudança de modalidade no quadriênio?	Nota/ conceito	Nível	Ano Início Nível	Sofreu migração no quadriênio?	Total	Permanentes	Colaboradores	Visitantes	Total Distinto	"Mestrado
(ME)"	"Doutorado
(DO)"	"Total Geral
(ME+DO)"	Matrícula Anterior ao Ano Base	Ingressante 	Titulado	Abandono	Desligado	Mud. Nível sem Defesa	Matriculado	Matrícula Anterior ao Ano Base	Ingressante 	Titulado	Abandono	Desligado	Matriculado	Desligado/Matriculado	Abandono/Matriculado	Titulado/Matriculado	Matriculado/DP	Titulado/DP	Desligado/Matriculado	Abandono/Matriculado	Titulado/Matriculado	Matriculado/DP	Titulado/DP	Matriculado/DP	Titulado/DP	Matriculado/Total Docentes	Titulado/Total Docentes	ID_ADD_FOTO_PROGRAMA_IES_PRINC	ID_ADD_FOTO_PROGRAMA	Tipo de Clientela
2017	41002016023P2	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	UDESC	UNIVERSIDADE DO ESTADO DE SANTA CATARINA		ESTADUAL	SC	SUL	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	15	14	1	0	55	55	0	55	34	21	11	1	3	0	40	0	0	0	0	0	0	0.08	0.03	0.28	2.86	0.79				0	0	2.86	0.79	2.67	0.73	162465	96642	AVALIAÇÃO
2018	41002016023P2	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	UDESC	UNIVERSIDADE DO ESTADO DE SANTA CATARINA		ESTADUAL	SC	SUL	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	16	15	1	0	59	59	0	59	40	19	16	1	6	0	36	0	0	0	0	0	0	0.17	0.03	0.44	2.4	1.07				0	0	2.4	1.07	2.25	1	162704	96884	AVALIAÇÃO
2019	41002016023P2	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	UDESC	UNIVERSIDADE DO ESTADO DE SANTA CATARINA		ESTADUAL	SC	SUL	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	16	15	1	0	52	52	0	52	36	16	19	0	3	0	30	0	0	0	0	0	0	0.1	0	0.63	2	1.27				0	0	2	1.27	1.88	1.19	162705	96885	AVALIAÇÃO
2020	41002016023P2	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	UDESC	UNIVERSIDADE DO ESTADO DE SANTA CATARINA		ESTADUAL	SC	SUL	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	15	11	4	0	44	44	0	44	30	14	9	0	8	0	27	0	0	0	0	0	0	0.3	0	0.33	2.45	0.82				0	0	2.45	0.82	1.8	0.6	204997	136257	AVALIAÇÃO
2017	41005015010P7	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIVALI	UNIVERSIDADE DO VALE DO ITAJAÍ		PARTICULAR	SC	SUL	2007	ACADÊMICO	NÃO	3	MESTRADO	2007	NÃO	12	12	0	0	35	35	0	35	19	16	9	0	2	0	24	0	0	0	0	0	0	0.08	0	0.38	2	0.75				0	0	2	0.75	2	0.75	175252	108391	AVALIAÇÃO
2018	41005015010P7	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIVALI	UNIVERSIDADE DO VALE DO ITAJAÍ		PARTICULAR	SC	SUL	2007	ACADÊMICO	NÃO	3	MESTRADO	2007	NÃO	14	14	0	0	38	38	0	38	24	14	7	0	5	0	26	0	0	0	0	0	0	0.19	0	0.27	1.86	0.5				0	0	1.86	0.5	1.86	0.5	175264	108378	AVALIAÇÃO
2019	41005015010P7	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIVALI	UNIVERSIDADE DO VALE DO ITAJAÍ		PARTICULAR	SC	SUL	2007	ACADÊMICO	NÃO	3	MESTRADO	2007	NÃO	13	13	0	0	40	40	0	40	26	14	10	0	2	0	28	0	0	0	0	0	0	0.07	0	0.36	2.15	0.77				0	0	2.15	0.77	2.15	0.77	175284	108403	AVALIAÇÃO
2020	41005015010P7	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIVALI	UNIVERSIDADE DO VALE DO ITAJAÍ		PARTICULAR	SC	SUL	2007	ACADÊMICO	NÃO	3	MESTRADO	2007	NÃO	14	13	1	0	38	38	0	38	28	10	9	1	3	0	25	0	0	0	0	0	0	0.12	0.04	0.36	1.92	0.69				0	0	1.92	0.69	1.79	0.64	202549	134210	AVALIAÇÃO
2017	42001013004P4	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL		FEDERAL	RS	SUL	1973	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1973/1988	NÃO	60	55	5	0	307	190	126	316	128	62	41	5	17	1	126	107	19	28	2	2	94	0.13	0.04	0.33	2.29	0.75	0.02	0.02	0.3	1.71	0.51	4	1.25	3.67	1.15	166608	100627	AVALIAÇÃO
2018	42001013004P4	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL		FEDERAL	RS	SUL	1973	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1973/1988	NÃO	58	54	4	0	300	199	112	311	126	73	43	4	23	0	129	94	18	23	1	5	83	0.18	0.03	0.33	2.39	0.8	0.06	0.01	0.28	1.54	0.43	3.93	1.22	3.66	1.14	166653	100671	AVALIAÇÃO
2019	42001013004P4	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL		FEDERAL	RS	SUL	1973	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1973/1988	NÃO	57	54	3	0	287	194	103	297	128	66	41	4	21	0	128	82	21	20	1	6	76	0.16	0.03	0.32	2.37	0.76	0.08	0.01	0.26	1.41	0.37	3.78	1.13	3.58	1.07	166661	100676	AVALIAÇÃO
2020	42001013004P4	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL		FEDERAL	RS	SUL	1973	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1973/1988	NÃO	59	54	5	0	295	197	103	300	123	74	36	4	10	0	147	74	29	14	0	4	85	0.07	0.03	0.24	2.72	0.67	0.05	0	0.16	1.57	0.26	4.3	0.93	3.93	0.85	197496	129924	AVALIAÇÃO
2017	42002010036P3	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA		FEDERAL	RS	SUL	2007	ACADÊMICO	NÃO	3	MESTRADO	2007	NÃO	36	35	1	0	115	115	0	115	75	40	21	4	12	0	78	0	0	0	0	0	0	0.15	0.05	0.27	2.23	0.6				0	0	2.23	0.6	2.17	0.58	169953	103735	AVALIAÇÃO
2018	42002010036P3	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA		FEDERAL	RS	SUL	2007	ACADÊMICO	NÃO	3	MESTRADO	2007	NÃO	36	35	1	0	115	115	0	115	78	37	34	5	7	0	69	0	0	0	0	0	0	0.1	0.07	0.49	1.97	0.97				0	0	1.97	0.97	1.92	0.94	173384	106935	AVALIAÇÃO
2019	42002010036P3	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA		FEDERAL	RS	SUL	2007	ACADÊMICO	NÃO	3	MESTRADO	2007	NÃO	28	28	0	0	92	92	0	92	69	23	26	2	9	0	55	0	0	0	0	0	0	0.16	0.04	0.47	1.96	0.93				0	0	1.96	0.93	1.96	0.93	173795	107234	AVALIAÇÃO
2020	42002010036P3	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA		FEDERAL	RS	SUL	2007	ACADÊMICO	NÃO	3	MESTRADO	2007	NÃO	25	25	0	0	66	66	0	66	55	11	28	4	3	0	31	0	0	0	0	0	0	0.1	0.13	0.9	1.24	1.12				0	0	1.24	1.12	1.24	1.12	202920	134500	AVALIAÇÃO
2017	42003016038P9	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFPEL	UNIVERSIDADE FEDERAL DE PELOTAS		FEDERAL	RS	SUL	2011	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2011/2015	NÃO	26	22	4	0	106	61	48	109	47	14	16	0	1	0	44	33	15	0	0	0	48	0.02	0	0.36	2	0.73	0	0	0	2.18	0	4.18	0.73	3.54	0.62	133220	69578	AVALIAÇÃO
2018	42003016038P9	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFPEL	UNIVERSIDADE FEDERAL DE PELOTAS		FEDERAL	RS	SUL	2011	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2011/2015	NÃO	27	22	5	0	121	64	62	126	43	21	13	8	0	0	43	48	14	0	1	0	61	0	0.19	0.3	1.95	0.59	0	0.02	0	2.77	0	4.73	0.59	3.85	0.48	141100	76373	AVALIAÇÃO
2019	42003016038P9	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFPEL	UNIVERSIDADE FEDERAL DE PELOTAS		FEDERAL	RS	SUL	2011	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2011/2015	NÃO	26	16	10	0	131	57	76	133	36	21	8	1	2	0	46	61	15	7	0	2	67	0.04	0.02	0.17	2.88	0.5	0.03	0	0.1	4.19	0.44	7.06	0.94	4.35	0.58	142656	78104	AVALIAÇÃO
2020	42003016038P9	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFPEL	UNIVERSIDADE FEDERAL DE PELOTAS		FEDERAL	RS	SUL	2011	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2011/2015	NÃO	25	18	7	0	159	59	107	166	39	20	17	1	2	0	39	67	40	15	1	3	88	0.05	0.03	0.44	2.17	0.94	0.03	0.01	0.17	4.89	0.83	7.06	1.78	5.08	1.28	197687	130107	AVALIAÇÃO
2017	42004012022P1	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	FURG	UNIVERSIDADE FEDERAL DO RIO GRANDE		FEDERAL	RS	SUL	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	25	24	1	0	80	80	0	80	50	30	22	0	3	0	55	0	0	0	0	0	0	0.05	0	0.4	2.29	0.92				0	0	2.29	0.92	2.2	0.88	164287	98163	AVALIAÇÃO
2018	42004012022P1	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	FURG	UNIVERSIDADE FEDERAL DO RIO GRANDE		FEDERAL	RS	SUL	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	26	25	1	0	87	87	0	87	55	32	27	0	6	0	54	0	0	0	0	0	0	0.11	0	0.5	2.16	1.08				0	0	2.16	1.08	2.08	1.04	167262	101173	AVALIAÇÃO
2019	42004012022P1	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	FURG	UNIVERSIDADE FEDERAL DO RIO GRANDE		FEDERAL	RS	SUL	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	16	15	1	0	83	83	0	83	54	29	20	7	9	0	47	0	0	0	0	0	0	0.19	0.15	0.43	3.13	1.33				0	0	3.13	1.33	2.94	1.25	170926	104661	AVALIAÇÃO
2020	42004012022P1	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	FURG	UNIVERSIDADE FEDERAL DO RIO GRANDE		FEDERAL	RS	SUL	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	15	15	0	0	65	65	0	65	45	20	15	0	8	0	42	0	0	0	0	0	0	0.19	0	0.36	2.8	1				0	0	2.8	1	2.8	1	205303	136683	AVALIAÇÃO
2017	42005019016P8	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	PUC/RS	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL		PARTICULAR	RS	SUL	1994	ACADÊMICO	NÃO	6	MESTRADO/DOUTORADO	1994/2004	NÃO	24	23	1	0	213	134	88	222	88	46	25	2	13	0	94	71	17	19	0	2	67	0.14	0.02	0.27	4.09	1.09	0.03	0	0.28	2.91	0.83	7	1.91	6.71	1.83	168674	102561	AVALIAÇÃO
2018	42005019016P8	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	PUC/RS	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL		PARTICULAR	RS	SUL	1994	ACADÊMICO	NÃO	6	MESTRADO/DOUTORADO	1994/2004	NÃO	24	23	1	0	206	136	82	218	94	42	28	0	29	0	79	67	15	14	0	4	64	0.37	0	0.35	3.43	1.22	0.06	0	0.22	2.78	0.61	6.22	1.83	5.96	1.75	168733	102611	AVALIAÇÃO
2019	42005019016P8	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	PUC/RS	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL		PARTICULAR	RS	SUL	1994	ACADÊMICO	NÃO	6	MESTRADO/DOUTORADO	1994/2004	NÃO	24	23	1	0	206	131	80	211	78	53	21	16	15	0	79	64	16	18	0	2	60	0.19	0.2	0.27	3.43	0.91	0.03	0	0.3	2.61	0.78	6.04	1.7	5.79	1.63	168869	102745	AVALIAÇÃO
2020	42005019016P8	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	PUC/RS	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL		PARTICULAR	RS	SUL	1994	ACADÊMICO	NÃO	6	MESTRADO/DOUTORADO	1994/2004	NÃO	24	23	1	0	184	117	78	195	79	38	28	0	6	0	83	60	18	9	0	3	66	0.07	0	0.34	3.61	1.22	0.05	0	0.14	2.87	0.39	6.48	1.61	6.21	1.54	203013	134572	AVALIAÇÃO
2017	42007011006P5	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	UNISINOS	UNIVERSIDADE DO VALE DO RIO DOS SINOS		PARTICULAR	RS	SUL	2000	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2000/2015	NÃO	16	15	1	0	108	86	22	108	58	28	31	0	4	0	51	12	10	0	0	0	22	0.08	0	0.61	3.4	2.07	0	0	0	1.47	0	4.87	2.07	4.56	1.94	161096	95663	AVALIAÇÃO
2018	42007011006P5	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	UNISINOS	UNIVERSIDADE DO VALE DO RIO DOS SINOS		PARTICULAR	RS	SUL	2000	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2000/2015	NÃO	13	12	1	0	110	77	33	110	51	26	20	0	6	0	51	22	11	0	0	1	32	0.12	0	0.39	4.25	1.67	0.03	0	0	2.67	0	6.92	1.67	6.38	1.54	161098	95665	AVALIAÇÃO
2019	42007011006P5	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	UNISINOS	UNIVERSIDADE DO VALE DO RIO DOS SINOS		PARTICULAR	RS	SUL	2000	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2000/2015	NÃO	14	14	0	0	112	72	45	117	51	21	24	0	0	0	48	32	13	5	0	0	40	0	0	0.5	3.43	1.71	0	0	0.13	2.86	0.36	6.29	2.07	6.29	2.07	162889	97010	AVALIAÇÃO
2020	42007011006P5	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	UNISINOS	UNIVERSIDADE DO VALE DO RIO DOS SINOS		PARTICULAR	RS	SUL	2000	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2000/2015	NÃO	12	12	0	0	139	79	64	143	48	31	23	0	3	0	53	40	24	7	0	0	57	0.06	0	0.43	4.42	1.92	0	0	0.12	4.75	0.58	9.17	2.5	9.17	2.5	203199	134751	AVALIAÇÃO
2017	42009014011P1	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	FUPF	FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO		PARTICULAR	RS	SUL	2014	PROFISSIONAL	NÃO	3	MESTRADO PROFISSIONAL	2014	NÃO	14	11	3	0	56	56	0	56	40	16	22	3	0	0	31	0	0	0	0	0	0	0	0.1	0.71	2.82	2				0	0	2.82	2	2.21	1.57	166399	100419	AVALIAÇÃO
2018	42009014011P1	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	FUPF	FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO		PARTICULAR	RS	SUL	2014	PROFISSIONAL	NÃO	3	MESTRADO PROFISSIONAL	2014	NÃO	14	10	4	0	46	46	0	46	31	15	17	2	0	0	27	0	0	0	0	0	0	0	0.07	0.63	2.7	1.7				0	0	2.7	1.7	1.93	1.21	166413	100432	AVALIAÇÃO
2019	42009014011P1	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	FUPF	FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO		PARTICULAR	RS	SUL	2014	PROFISSIONAL	NÃO	3	MESTRADO PROFISSIONAL	2014	NÃO	14	11	3	0	40	40	0	40	27	13	13	0	0	0	27	0	0	0	0	0	0	0	0	0.48	2.45	1.18				0	0	2.45	1.18	1.93	0.93	166417	100436	AVALIAÇÃO
2020	42009014011P1	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	FUPF	FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO		PARTICULAR	RS	SUL	2014	PROFISSIONAL	NÃO	3	MESTRADO PROFISSIONAL	2014	NÃO	13	10	3	0	35	35	0	35	27	8	14	2	1	0	18	0	0	0	0	0	0	0.06	0.11	0.78	1.8	1.4				0	0	1.8	1.4	1.38	1.08	196411	128863	AVALIAÇÃO
2019	42046017016P1	ENGENHARIA DE SOFTWARE	ENGENHARIA DE SOFTWARE	UNIPAMPA	FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA		FEDERAL	RS	SUL	2019	PROFISSIONAL	NÃO	A	MESTRADO PROFISSIONAL	2019	NÃO	10	10	0	0	19	19	0	19	0	19	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1.9	0				0	0	1.9	0	1.9	0	159497	94346	AVALIAÇÃO
2020	42046017016P1	ENGENHARIA DE SOFTWARE	ENGENHARIA DE SOFTWARE	UNIPAMPA	FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA		FEDERAL	RS	SUL	2019	PROFISSIONAL	NÃO	A	MESTRADO PROFISSIONAL	2019	NÃO	10	10	0	0	34	34	0	34	18	16	1	2	0	0	31	0	0	0	0	0	0	0	0.06	0.03	3.1	0.1				0	0	3.1	0.1	3.1	0.1	198795	131078	AVALIAÇÃO
2017	51001012012P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFMS	FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL		FEDERAL	MS	CENTRO-OESTE	1999	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	1999/2019	NÃO	27	21	6	0	56	56	0	56	31	25	14	0	8	0	34	0	0	0	0	0	0	0.24	0	0.41	1.62	0.67				0	0	1.62	0.67	1.26	0.52	134231	70499	AVALIAÇÃO
2018	51001012012P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFMS	FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL		FEDERAL	MS	CENTRO-OESTE	1999	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	1999/2019	NÃO	26	22	4	0	46	46	0	46	34	12	10	0	7	0	29	0	0	0	0	0	0	0.24	0	0.34	1.32	0.45				0	0	1.32	0.45	1.12	0.38	139639	75180	AVALIAÇÃO
2019	51001012012P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFMS	FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL		FEDERAL	MS	CENTRO-OESTE	1999	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	1999/2019	NÃO	26	18	8	0	57	45	13	58	26	19	15	0	9	0	21	0	13	1	0	0	12	0.43	0	0.71	1.17	0.83	0	0	0.08	0.67	0.06	1.83	0.89	1.27	0.62	158940	93907	AVALIAÇÃO
2020	51001012012P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFMS	FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL		FEDERAL	MS	CENTRO-OESTE	1999	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	1999/2019	NÃO	24	18	6	0	69	48	22	70	21	27	4	0	3	0	41	12	10	1	0	0	21	0.07	0	0.1	2.28	0.22	0	0	0.05	1.17	0.06	3.44	0.28	2.58	0.21	202082	133764	AVALIAÇÃO
2017	51001012028P6	CIÊNCIA DA COMPUTAÇÃO - UFMS - UFG	CIÊNCIA DA COMPUTAÇÃO	UFMS	FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	UFG	FEDERAL	MS	CENTRO-OESTE	2010	ACADÊMICO	NÃO	4	DOUTORADO	2010	NÃO	23	20	1	2	68	0	68	68	0	0	0	0	0	0	0	45	23	2	0	3	63				0	0	0.05	0	0.03	3.15	0.1	3.15	0.1	2.74	0.09	132941	69366	AVALIAÇÃO
2018	51001012028P6	CIÊNCIA DA COMPUTAÇÃO - UFMS - UFG	CIÊNCIA DA COMPUTAÇÃO	UFMS	FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	UFG	FEDERAL	MS	CENTRO-OESTE	2010	ACADÊMICO	NÃO	4	DOUTORADO	2010	NÃO	25	22	1	2	84	0	84	84	0	0	0	0	0	0	0	61	23	8	1	1	74				0	0	0.01	0.01	0.11	3.36	0.36	3.36	0.36	2.96	0.32	136825	72771	AVALIAÇÃO
2019	51001012028P6	CIÊNCIA DA COMPUTAÇÃO - UFMS - UFG	CIÊNCIA DA COMPUTAÇÃO	UFMS	FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	UFG	FEDERAL	MS	CENTRO-OESTE	2010	ACADÊMICO	NÃO	4	DOUTORADO	2010	NÃO	24	22	1	1	74	0	74	74	0	0	0	0	0	0	0	74	0	11	0	38	25				0	0	1.52	0	0.44	1.14	0.5	1.14	0.5	1.04	0.46	145862	82708	AVALIAÇÃO
2020	51001012028P6	CIÊNCIA DA COMPUTAÇÃO - UFMS - UFG	CIÊNCIA DA COMPUTAÇÃO	UFMS	FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	UFG	FEDERAL	MS	CENTRO-OESTE	2010	ACADÊMICO	NÃO	4	DOUTORADO	2010	NÃO	23	22	0	1	24	0	24	24	0	0	0	0	0	0	0	24	0	5	0	1	18				0	0	0.06	0	0.28	0.82	0.23	0.82	0.23	0.78	0.22	202161	133842	AVALIAÇÃO
2017	51001012038P1	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	UFMS	FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL		FEDERAL	MS	CENTRO-OESTE	2013	PROFISSIONAL	NÃO	3	MESTRADO PROFISSIONAL	2013	NÃO	25	18	7	0	44	44	0	44	29	15	10	0	12	0	22	0	0	0	0	0	0	0.55	0	0.45	1.22	0.56				0	0	1.22	0.56	0.88	0.4	164438	98312	AVALIAÇÃO
2018	51001012038P1	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	UFMS	FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL		FEDERAL	MS	CENTRO-OESTE	2013	PROFISSIONAL	NÃO	3	MESTRADO PROFISSIONAL	2013	NÃO	24	17	7	0	37	37	0	37	22	15	8	0	3	0	26	0	0	0	0	0	0	0.12	0	0.31	1.53	0.47				0	0	1.53	0.47	1.08	0.33	164484	98330	AVALIAÇÃO
2019	51001012038P1	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	UFMS	FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL		FEDERAL	MS	CENTRO-OESTE	2013	PROFISSIONAL	NÃO	3	MESTRADO PROFISSIONAL	2013	NÃO	21	14	7	0	40	40	0	40	25	15	9	0	8	0	23	0	0	0	0	0	0	0.35	0	0.39	1.64	0.64				0	0	1.64	0.64	1.1	0.43	164535	98397	AVALIAÇÃO
2020	51001012038P1	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	UFMS	FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL		FEDERAL	MS	CENTRO-OESTE	2013	PROFISSIONAL	NÃO	3	MESTRADO PROFISSIONAL	2013	NÃO	20	13	7	0	47	47	0	47	21	26	6	2	2	0	37	0	0	0	0	0	0	0.05	0.05	0.16	2.85	0.46				0	0	2.85	0.46	1.85	0.3	200226	132330	AVALIAÇÃO
2017	52001016027P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFG	UNIVERSIDADE FEDERAL DE GOIÁS		FEDERAL	GO	CENTRO-OESTE	2004	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2004/2019	NÃO	34	31	2	1	90	90	0	90	60	30	32	0	2	0	56	0	0	0	0	0	0	0.04	0	0.57	1.81	1.03				0	0	1.81	1.03	1.65	0.94	164528	98390	AVALIAÇÃO
2018	52001016027P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFG	UNIVERSIDADE FEDERAL DE GOIÁS		FEDERAL	GO	CENTRO-OESTE	2004	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2004/2019	NÃO	36	32	3	1	85	85	0	85	56	29	25	0	4	0	56	0	0	0	0	0	0	0.07	0	0.45	1.75	0.78				0	0	1.75	0.78	1.56	0.69	165746	99757	AVALIAÇÃO
2019	52001016027P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFG	UNIVERSIDADE FEDERAL DE GOIÁS		FEDERAL	GO	CENTRO-OESTE	2004	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2004/2019	NÃO	36	32	3	1	136	93	44	137	56	37	19	0	10	0	64	0	44	0	0	0	44	0.16	0	0.3	2	0.59	0	0	0	1.38	0	3.38	0.59	3	0.53	166651	100669	AVALIAÇÃO
2020	52001016027P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFG	UNIVERSIDADE FEDERAL DE GOIÁS		FEDERAL	GO	CENTRO-OESTE	2004	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2004/2019	NÃO	36	32	3	1	147	88	63	151	64	24	26	0	7	0	55	44	19	0	0	2	61	0.13	0	0.47	1.72	0.81	0.03	0	0	1.91	0	3.63	0.81	3.22	0.72	203840	135345	AVALIAÇÃO
